0 7.76376
0.02 6.81194
0.04 4.9318
0.06 3.73221
0.08 3.45983
0.1 3.21317
0.12 3.14408
0.14 2.1314
0.16 1.73939
0.18 1.99317
0.2 2.06111
0.22 1.85526
0.24 1.58067
0.26 1.89123
0.28 1.57286
0.3 1.80987
0.32 1.45911
0.34 1.33757
0.36 0.974264
0.38 1.23661
0.4 1.32383
0.42 1.32436
0.44 1.10787
0.46 0.775319
0.48 1.13514
0.5 0.881808
0.52 1.07123
0.54 1.06364
0.56 0.958863
0.58 0.976267
0.6 1.02653
0.62 0.98421
0.64 0.857447
0.66 0.920368
0.68 0.914498
0.7 0.956102
0.72 0.88269
0.74 0.911027
0.76 0.799077
0.78 0.842212
0.8 0.78984
0.82 0.807615
0.84 0.78787
0.86 0.794198
0.88 0.734669
0.9 0.785519
0.92 0.801666
0.94 1.22243
0.96 0.722039
0.98 0.763636
1 0.716166
