0 7.61303
0.02 5.76421
0.04 4.67481
0.06 3.92856
0.08 3.35394
0.1 3.01475
0.12 2.5422
0.14 2.4492
0.16 2.35747
0.18 2.0237
0.2 1.78179
0.22 1.70237
0.24 1.67217
0.26 1.58475
0.28 1.43977
0.3 1.35575
0.32 1.3159
0.34 1.29303
0.36 1.21332
0.38 1.19092
0.4 1.11847
0.42 1.20008
0.44 1.03325
0.46 0.834114
0.48 0.951846
0.5 0.913874
0.52 0.881427
0.54 0.894335
0.56 0.850787
0.58 0.746864
0.6 0.767929
0.62 0.832099
0.64 0.744337
0.66 0.72206
0.68 0.710347
0.7 0.703126
0.72 0.683677
0.74 0.666444
0.76 0.553271
0.78 0.650758
0.8 0.619291
0.82 0.604721
0.84 0.611757
0.86 0.589327
0.88 0.5803
0.9 0.568168
0.92 0.560459
0.94 0.552149
0.96 0.603498
0.98 0.513971
1 0.501165
