0 7.63159
0.01 6.5477
0.02 5.67551
0.03 5.3859
0.04 4.51482
0.05 4.32472
0.06 3.86263
0.07 3.61189
0.08 3.49658
0.09 3.26245
0.1 3.18138
0.11 2.86973
0.12 2.50301
0.13 2.58285
0.14 2.42847
0.15 2.37454
0.16 2.30105
0.17 1.60095
0.18 2.05982
0.19 2.00873
0.2 1.8582
0.21 1.81379
0.22 1.77602
0.23 1.64853
0.24 1.61283
0.25 1.59277
0.26 1.48887
0.27 1.48011
0.28 1.46061
0.29 1.36128
0.3 1.36749
0.31 1.35602
0.32 0.974213
0.33 1.25341
0.34 1.25059
0.35 1.23301
0.36 1.14973
0.37 1.16775
0.38 1.0976
0.39 0.839851
0.4 1.06925
0.41 1.05287
0.42 1.0219
0.43 0.975901
0.44 1.00805
0.45 0.945732
0.46 0.96139
0.47 0.977978
0.48 0.907567
0.49 0.928547
0.5 0.84569
0.51 0.864952
0.52 0.873911
0.53 0.858389
0.54 0.863364
0.55 0.772287
0.56 0.784113
0.57 0.796865
0.58 0.764441
0.59 1.01258
0.6 0.732982
0.61 0.737169
0.62 0.73525
0.63 0.784891
0.64 0.719815
0.65 0.714638
0.66 0.695778
0.67 0.673677
0.68 0.386898
0.69 0.661042
0.7 0.648204
0.71 0.669732
0.72 0.683658
0.73 0.621333
0.74 0.604382
0.75 0.619142
0.76 0.608497
0.77 0.602102
0.78 0.560768
0.79 0.580728
0.8 0.558037
0.81 0.571256
0.82 0.602558
0.83 0.653841
0.84 0.558702
0.85 0.542579
0.86 0.540777
0.87 0.517277
0.88 0.479681
0.89 0.509991
0.9 0.511165
0.91 0.516556
0.92 0.513595
0.93 0.529549
0.94 0.471971
0.95 0.516016
0.96 0.487514
0.97 0.462062
0.98 0.502468
0.99 0.524667
1 0.464708
