0 7.76376
0.01 6.61945
0.02 6.55917
0.03 5.04762
0.04 4.47535
0.05 4.34723
0.06 4.49023
0.07 3.52589
0.08 3.56285
0.09 2.7753
0.1 3.13857
0.11 2.94737
0.12 2.75602
0.13 2.71843
0.14 2.33293
0.15 2.60396
0.16 1.91439
0.17 2.15361
0.18 1.96279
0.19 1.93708
0.2 2.12891
0.21 2.03468
0.22 1.79405
0.23 1.90206
0.24 1.99142
0.25 1.627
0.26 1.71922
0.27 1.64158
0.28 1.54774
0.29 1.55255
0.3 1.8064
0.31 1.60067
0.32 1.48925
0.33 1.35988
0.34 1.47998
0.35 1.41969
0.36 1.10349
0.37 1.40259
0.38 1.28102
0.39 1.20362
0.4 1.22695
0.41 1.28155
0.42 1.22561
0.43 1.17539
0.44 1.12029
0.45 1.26398
0.46 0.809612
0.47 1.09968
0.48 1.07439
0.49 1.11412
0.5 1.14385
0.51 1.04738
0.52 1.03854
0.53 0.934869
0.54 1.15666
0.55 1.1404
0.56 1.05615
0.57 0.771395
0.58 1.07148
0.59 0.943722
0.6 1.00498
0.61 0.913648
0.62 0.93404
0.63 0.887387
0.64 0.919014
0.65 1.03846
0.66 0.919606
0.67 0.88784
0.68 0.84825
0.69 1.01834
0.7 0.836581
0.71 0.895025
0.72 0.914765
0.73 0.808439
0.74 0.901124
0.75 0.921692
0.76 0.804044
0.77 0.726697
0.78 0.750344
0.79 0.768705
0.8 0.812057
0.81 0.541655
0.82 0.894549
0.83 0.758473
0.84 0.819698
0.85 0.606215
0.86 0.803554
0.87 0.800085
0.88 0.772822
0.89 0.669238
0.9 0.70996
0.91 0.740597
0.92 0.760607
0.93 0.75121
0.94 1.85604
0.95 0.754272
0.96 0.786751
0.97 0.714646
0.98 0.679929
0.99 0.824146
1 0.671489
