0 7.5008
0.01 6.84411
0.02 6.33833
0.03 5.32292
0.04 4.77624
0.05 4.31863
0.06 4.18119
0.07 3.76962
0.08 3.56571
0.09 3.13424
0.1 3.09187
0.11 3.09066
0.12 2.87212
0.13 2.7226
0.14 2.57165
0.15 2.57888
0.16 2.94373
0.17 2.36789
0.18 2.14552
0.19 2.12352
0.2 2.09564
0.21 1.67043
0.22 1.93373
0.23 1.83264
0.24 1.82251
0.25 1.77525
0.26 1.71724
0.27 1.74112
0.28 1.62816
0.29 1.60957
0.3 1.51834
0.31 1.50991
0.32 1.53996
0.33 1.40287
0.34 1.43567
0.35 1.35423
0.36 1.74526
0.37 1.3545
0.38 1.2663
0.39 1.18477
0.4 1.28471
0.41 1.18139
0.42 1.24346
0.43 1.2601
0.44 1.19733
0.45 1.17936
0.46 1.50696
0.47 1.12858
0.48 1.14106
0.49 1.01085
0.5 1.11467
0.51 1.07208
0.52 1.08074
0.53 0.976398
0.54 1.03288
0.55 1.01752
0.56 1.06591
0.57 1.20235
0.58 1.00102
0.59 0.97336
0.6 0.984877
0.61 0.949139
0.62 0.936261
0.63 0.96006
0.64 0.964196
0.65 0.921301
0.66 0.959415
0.67 0.880814
0.68 0.881683
0.69 0.857952
0.7 0.891674
0.71 0.885145
0.72 0.825536
0.73 0.825272
0.74 0.847739
0.75 0.852421
0.76 0.819615
0.77 0.844851
0.78 0.802674
0.79 0.825919
0.8 0.819785
0.81 0.740829
0.82 0.818498
0.83 0.771351
0.84 0.784957
0.85 0.797966
0.86 0.832865
0.87 0.760657
0.88 0.79298
0.89 0.76602
0.9 0.717999
0.91 0.767332
0.92 0.742535
0.93 0.740037
0.94 0.580479
0.95 0.740157
0.96 0.75057
0.97 0.75557
0.98 0.752694
0.99 0.695047
1 0.709792
