0 7.47567
0.01 6.59316
0.02 5.70948
0.03 5.16715
0.04 4.76469
0.05 4.32441
0.06 3.86284
0.07 3.60315
0.08 3.52968
0.09 3.17927
0.1 2.97319
0.11 2.79466
0.12 2.14608
0.13 2.63663
0.14 2.49031
0.15 2.37592
0.16 2.22306
0.17 2.29644
0.18 2.06119
0.19 1.96765
0.2 1.96674
0.21 1.79179
0.22 1.75086
0.23 1.70854
0.24 1.64696
0.25 1.56293
0.26 1.56774
0.27 1.45943
0.28 1.47038
0.29 1.39654
0.3 1.36267
0.31 1.31223
0.32 1.29264
0.33 1.24545
0.34 1.20323
0.35 1.28122
0.36 1.16464
0.37 1.14206
0.38 1.14237
0.39 1.21857
0.4 1.07407
0.41 1.06293
0.42 1.11574
0.43 1.0152
0.44 0.9916
0.45 0.990984
0.46 0.939667
0.47 0.934178
0.48 0.919797
0.49 0.888886
0.5 0.892266
0.51 0.839724
0.52 0.871614
0.53 0.853472
0.54 0.833694
0.55 0.86382
0.56 0.821173
0.57 0.805339
0.58 0.755679
0.59 0.791354
0.6 0.780365
0.61 0.740099
0.62 0.734953
0.63 0.691024
0.64 0.733927
0.65 0.71312
0.66 0.71417
0.67 0.69245
0.68 0.65706
0.69 0.681135
0.7 0.66861
0.71 0.647878
0.72 0.599883
0.73 0.631985
0.74 0.626942
0.75 0.617569
0.76 0.609459
0.77 0.620445
0.78 0.60255
0.79 0.594694
0.8 0.579792
0.81 0.572519
0.82 0.473312
0.83 0.56037
0.84 0.572808
0.85 0.549554
0.86 0.554659
0.87 0.579231
0.88 0.531548
0.89 0.526484
0.9 0.534282
0.91 0.52073
0.92 0.499237
0.93 0.486144
0.94 0.490659
0.95 0.489044
0.96 0.496295
0.97 0.485244
0.98 0.284119
0.99 0.47393
1 0.480055
