0 7.5008
0.02 5.73349
0.04 4.87433
0.06 4.10125
0.08 3.52678
0.1 3.22006
0.12 2.86723
0.14 2.68063
0.16 2.33367
0.18 2.04812
0.2 2.0266
0.22 1.92982
0.24 1.75223
0.26 1.65192
0.28 1.61222
0.3 1.62523
0.32 1.43727
0.34 1.47102
0.36 1.31961
0.38 1.29851
0.4 1.28743
0.42 1.22416
0.44 1.19174
0.46 0.881469
0.48 1.12349
0.5 1.02218
0.52 1.06996
0.54 1.04816
0.56 0.994814
0.58 1.00144
0.6 0.975281
0.62 0.922163
0.64 0.906798
0.66 0.90129
0.68 0.899157
0.7 0.860857
0.72 0.840606
0.74 0.864979
0.76 0.795749
0.78 0.828756
0.8 0.817044
0.82 0.73706
0.84 0.81832
0.86 0.806523
0.88 0.778428
0.9 0.726441
0.92 0.765859
0.94 0.818278
0.96 0.761188
0.98 0.633699
1 0.735225
